src_ip,dst_ip,src_port,dst_port,protocol,service,payload_length,duration,is_malicious,attack_type,timestamp
10.0.0.9,10.0.0.11,50913,445,tcp,smb,1297,0.278,0,,2025-04-23T17:48:43.713065
10.0.0.15,10.0.0.2,63491,587,tcp,smtp,164,0.908,0,,2025-04-23T18:04:39.107323
10.0.0.19,10.0.0.10,49751,1433,tcp,db,1063,0.161,0,,2025-04-23T18:06:54.880873
10.0.0.10,10.0.0.13,50350,3306,tcp,db,479,0.502,0,,2025-04-23T18:19:08.385229
10.0.0.2,10.0.0.7,63661,445,tcp,smb,78,0.781,0,,2025-04-23T17:57:44.916261
10.0.0.12,10.0.0.10,60132,23,tcp,telnet,110,0.571,0,,2025-04-23T17:47:11.932704
10.0.0.12,10.0.0.13,50506,23,tcp,telnet,74,0.491,0,,2025-04-23T18:21:58.145366
10.0.0.20,10.0.0.9,64931,110,tcp,pop3,908,0.237,1,,2025-04-23T18:28:17.431252
10.0.0.20,10.0.0.7,64953,110,tcp,pop3,343,0.765,0,,2025-04-23T17:36:44.232375
10.0.0.19,10.0.0.4,50316,143,tcp,imap,189,0.451,0,,2025-04-23T18:03:37.940097
10.0.0.18,10.0.0.13,58242,1433,tcp,db,67,0.115,0,,2025-04-23T18:13:30.670217
10.0.0.20,10.0.0.8,52524,143,tcp,imap,574,0.759,1,,2025-04-23T18:04:17.142778
10.0.0.2,10.0.0.18,65034,22,tcp,ssh,670,0.875,0,,2025-04-23T17:45:22.766293
10.0.0.14,10.0.0.3,61641,445,tcp,smb,687,0.989,0,,2025-04-23T18:04:23.052390
10.0.0.11,10.0.0.5,55983,8443,tcp,web,1162,0.759,1,,2025-04-23T17:53:55.973577
10.0.0.14,10.0.0.8,50242,23,tcp,telnet,1025,0.429,0,,2025-04-23T18:04:46.400095
10.0.0.1,10.0.0.13,58256,8443,tcp,web,1475,0.969,0,,2025-04-23T18:27:35.665430
10.0.0.7,10.0.0.2,49677,3306,tcp,db,1147,0.702,0,,2025-04-23T17:58:29.506599
10.0.0.9,10.0.0.9,64043,123,udp,ntp,1487,0.322,0,,2025-04-23T18:22:53.892003
10.0.0.13,10.0.0.14,51128,53,udp,dns,1069,0.713,0,,2025-04-23T17:40:21.651889
10.0.0.20,10.0.0.1,51196,3389,tcp,rdp,1317,0.454,0,,2025-04-23T17:31:59.036996
10.0.0.12,10.0.0.14,51227,20,tcp,ftp,824,0.936,0,,2025-04-23T18:20:21.102069
10.0.0.10,10.0.0.5,51086,993,tcp,imap,1385,0.893,0,,2025-04-23T17:57:52.867359
10.0.0.7,10.0.0.10,51244,445,tcp,smb,1160,0.011,0,,2025-04-23T18:15:33.295263
10.0.0.17,10.0.0.20,49896,53,udp,dns,726,0.116,0,,2025-04-23T17:48:15.591396
10.0.0.4,10.0.0.1,59604,21,tcp,ftp,920,0.208,1,,2025-04-23T18:26:20.090776
10.0.0.8,10.0.0.4,54764,21,tcp,ftp,156,0.511,0,,2025-04-23T18:29:58.529932
10.0.0.11,10.0.0.9,63925,143,tcp,imap,149,0.588,1,,2025-04-23T18:20:23.621505
10.0.0.2,10.0.0.2,49461,20,tcp,ftp,1124,0.702,0,,2025-04-23T18:19:14.998490
10.0.0.15,10.0.0.10,63662,23,tcp,telnet,207,0.12,0,,2025-04-23T17:38:36.387928
10.0.0.15,10.0.0.9,58850,3389,tcp,rdp,875,0.149,1,,2025-04-23T18:15:45.381074
10.0.0.5,10.0.0.2,58001,443,tcp,web,626,0.168,0,,2025-04-23T17:47:01.390579
10.0.0.15,10.0.0.8,50456,23,tcp,telnet,1426,0.116,0,,2025-04-23T17:44:03.375464
10.0.0.11,10.0.0.8,52012,22,tcp,ssh,1269,0.907,0,,2025-04-23T18:24:27.611674
10.0.0.16,10.0.0.11,60875,445,tcp,smb,793,0.428,0,,2025-04-23T18:09:02.609031
10.0.0.15,10.0.0.11,58421,123,udp,ntp,493,0.284,1,,2025-04-23T17:41:22.731378
10.0.0.8,10.0.0.11,51988,123,udp,ntp,1403,0.4,0,,2025-04-23T17:58:06.692976
10.0.0.4,10.0.0.7,64279,22,tcp,ssh,803,0.828,0,,2025-04-23T18:03:37.887398
10.0.0.10,10.0.0.11,59903,143,tcp,imap,632,0.619,0,,2025-04-23T18:19:19.490031
10.0.0.6,10.0.0.13,52240,143,tcp,imap,489,0.51,0,,2025-04-23T18:04:22.091594
10.0.0.17,10.0.0.11,65222,143,tcp,imap,1478,0.396,0,,2025-04-23T17:39:01.413885
10.0.0.6,10.0.0.4,52882,3389,tcp,rdp,816,0.886,0,,2025-04-23T17:45:56.122278
10.0.0.20,10.0.0.15,58073,21,tcp,ftp,816,0.16,0,,2025-04-23T18:23:16.517465
10.0.0.3,10.0.0.11,51692,123,udp,ntp,922,0.525,0,,2025-04-23T17:56:15.414953
10.0.0.14,10.0.0.9,52918,3389,tcp,rdp,1086,0.597,0,,2025-04-23T17:46:16.017678
10.0.0.10,10.0.0.14,59732,21,tcp,ftp,1044,0.886,0,,2025-04-23T17:49:56.051780
10.0.0.17,10.0.0.17,63133,445,tcp,smb,1114,0.642,0,,2025-04-23T17:43:21.680925
10.0.0.14,10.0.0.18,58711,445,tcp,smb,525,0.903,0,,2025-04-23T18:24:51.133414
10.0.0.9,10.0.0.18,53704,587,tcp,smtp,654,0.317,0,,2025-04-23T18:02:09.958766
10.0.0.15,10.0.0.14,62550,123,udp,ntp,718,0.875,0,,2025-04-23T18:05:46.424579
10.0.0.3,10.0.0.11,53829,995,tcp,pop3,1410,0.989,1,,2025-04-23T17:35:31.165747
10.0.0.4,10.0.0.10,60887,53,udp,dns,537,0.114,0,,2025-04-23T18:08:39.936645
10.0.0.15,10.0.0.3,63623,123,udp,ntp,1377,0.257,0,,2025-04-23T17:56:43.331040
10.0.0.8,10.0.0.14,61229,993,tcp,imap,923,0.376,0,,2025-04-23T18:21:26.872228
10.0.0.12,10.0.0.8,55060,443,tcp,web,1259,0.408,0,,2025-04-23T18:10:19.124607
10.0.0.4,10.0.0.13,63111,445,tcp,smb,561,0.516,0,,2025-04-23T17:32:14.961050
10.0.0.14,10.0.0.9,64171,587,tcp,smtp,555,0.125,0,,2025-04-23T17:50:32.672460
10.0.0.14,10.0.0.14,50010,3389,tcp,rdp,1072,0.926,0,,2025-04-23T17:39:07.269131
10.0.0.4,10.0.0.7,59451,123,udp,ntp,556,0.418,0,,2025-04-23T18:29:01.437655
10.0.0.15,10.0.0.8,56028,8443,tcp,web,162,0.727,0,,2025-04-23T18:12:22.418024
10.0.0.11,10.0.0.4,50192,123,udp,ntp,1231,0.757,0,,2025-04-23T18:19:53.376593
10.0.0.3,10.0.0.9,60120,21,tcp,ftp,1219,0.352,0,,2025-04-23T17:31:06.368901
10.0.0.4,10.0.0.5,52171,995,tcp,pop3,560,0.24,0,,2025-04-23T18:20:57.608001
10.0.0.9,10.0.0.10,53123,3306,tcp,db,1330,0.821,0,,2025-04-23T17:42:25.207706
10.0.0.1,10.0.0.9,49858,123,udp,ntp,757,0.515,1,,2025-04-23T18:18:38.945118
10.0.0.20,10.0.0.19,61764,53,udp,dns,583,0.212,1,,2025-04-23T17:38:46.650674
10.0.0.18,10.0.0.18,49537,22,tcp,ssh,1451,0.344,0,,2025-04-23T17:53:21.715188
10.0.0.16,10.0.0.16,63691,8080,tcp,web,948,0.184,0,,2025-04-23T18:01:52.822170
10.0.0.16,10.0.0.3,65027,20,tcp,ftp,529,0.054,0,,2025-04-23T18:25:29.711309
10.0.0.20,10.0.0.16,63524,5432,tcp,db,1049,0.791,1,,2025-04-23T18:11:57.003136
10.0.0.14,10.0.0.8,59234,21,tcp,ftp,1074,0.618,0,,2025-04-23T18:11:15.718144
10.0.0.17,10.0.0.13,57586,53,udp,dns,1159,0.028,0,,2025-04-23T17:43:36.269463
10.0.0.17,10.0.0.3,61951,445,tcp,smb,1431,0.271,0,,2025-04-23T18:24:25.489261
10.0.0.19,10.0.0.6,59356,5432,tcp,db,82,0.174,0,,2025-04-23T17:41:58.691918
10.0.0.6,10.0.0.11,60935,110,tcp,pop3,630,0.603,0,,2025-04-23T17:57:18.959995
10.0.0.11,10.0.0.18,53017,80,tcp,web,867,0.364,0,,2025-04-23T17:55:48.383493
10.0.0.7,10.0.0.12,54513,993,tcp,imap,661,0.321,0,,2025-04-23T18:05:17.883259
10.0.0.1,10.0.0.13,55279,445,tcp,smb,454,0.841,0,,2025-04-23T17:40:57.259210
10.0.0.15,10.0.0.13,50046,445,tcp,smb,1156,0.876,0,,2025-04-23T18:21:06.155945
10.0.0.3,10.0.0.12,52448,143,tcp,imap,112,0.146,0,,2025-04-23T18:19:35.674238
10.0.0.12,10.0.0.7,55252,23,tcp,telnet,1363,0.72,0,,2025-04-23T17:58:54.398839
10.0.0.15,10.0.0.18,55931,443,tcp,web,820,0.705,0,,2025-04-23T18:06:45.515540
10.0.0.18,10.0.0.4,60081,3389,tcp,rdp,1393,0.457,0,,2025-04-23T18:18:48.674781
10.0.0.18,10.0.0.12,57677,20,tcp,ftp,813,0.554,0,,2025-04-23T17:48:39.746269
10.0.0.4,10.0.0.1,58166,21,tcp,ftp,670,0.254,0,,2025-04-23T17:39:43.733721
10.0.0.4,10.0.0.18,61075,25,tcp,smtp,759,0.264,0,,2025-04-23T18:26:28.132421
10.0.0.9,10.0.0.20,59279,22,tcp,ssh,873,0.543,0,,2025-04-23T18:11:59.260600
10.0.0.20,10.0.0.3,63858,993,tcp,imap,413,0.474,0,,2025-04-23T17:52:29.215783
10.0.0.6,10.0.0.9,53631,110,tcp,pop3,1245,0.281,0,,2025-04-23T18:29:12.556242
10.0.0.1,10.0.0.17,64705,3389,tcp,rdp,1318,0.27,0,,2025-04-23T18:23:12.893288
10.0.0.17,10.0.0.8,50367,443,tcp,web,885,0.695,0,,2025-04-23T17:59:37.320605
10.0.0.4,10.0.0.11,52245,53,udp,dns,319,0.251,0,,2025-04-23T18:29:34.718759
10.0.0.7,10.0.0.9,61711,22,tcp,ssh,436,0.881,0,,2025-04-23T18:16:38.926245
10.0.0.17,10.0.0.15,60403,123,udp,ntp,1134,0.166,0,,2025-04-23T18:14:37.735379
10.0.0.13,10.0.0.9,62273,445,tcp,smb,1288,0.083,1,,2025-04-23T18:12:46.460803
10.0.0.17,10.0.0.11,50772,53,udp,dns,1369,0.618,0,,2025-04-23T18:08:23.196812
10.0.0.13,10.0.0.8,50257,3389,tcp,rdp,1314,0.761,0,,2025-04-23T18:22:01.227141
10.0.0.14,10.0.0.10,55314,23,tcp,telnet,577,0.408,1,,2025-04-23T18:15:35.389670
10.0.0.16,10.0.0.2,63193,23,tcp,telnet,1229,0.696,0,,2025-04-23T17:50:14.032874
10.0.0.20,10.0.0.3,58291,22,tcp,ssh,469,0.447,0,,2025-04-23T18:14:58.427787
10.0.0.3,10.0.0.4,65219,80,tcp,web,317,0.869,0,,2025-04-23T18:07:49.112869
10.0.0.16,10.0.0.6,50337,445,tcp,smb,519,0.704,0,,2025-04-23T17:32:52.667228
10.0.0.12,10.0.0.17,60948,993,tcp,imap,624,0.515,0,,2025-04-23T18:14:58.658932
10.0.0.18,10.0.0.15,64398,3306,tcp,db,447,0.21,1,,2025-04-23T18:16:35.100263
10.0.0.11,10.0.0.2,56099,21,tcp,ftp,786,0.024,0,,2025-04-23T18:18:56.181253
10.0.0.13,10.0.0.19,58066,23,tcp,telnet,774,0.91,0,,2025-04-23T18:06:28.178974
10.0.0.9,10.0.0.8,58969,143,tcp,imap,1412,0.299,1,,2025-04-23T17:39:27.541483
10.0.0.18,10.0.0.1,52889,587,tcp,smtp,1410,0.216,1,,2025-04-23T18:13:26.025364
10.0.0.15,10.0.0.17,52463,123,udp,ntp,551,0.579,0,,2025-04-23T18:09:26.793548
10.0.0.11,10.0.0.15,49942,3306,tcp,db,192,0.933,0,,2025-04-23T18:26:06.864352
10.0.0.9,10.0.0.14,52742,53,udp,dns,979,0.475,0,,2025-04-23T17:31:00.840959
10.0.0.14,10.0.0.20,62106,123,udp,ntp,284,0.914,0,,2025-04-23T17:53:03.595925
10.0.0.15,10.0.0.8,56293,445,tcp,smb,479,0.024,0,,2025-04-23T17:37:43.509446
10.0.0.10,10.0.0.10,51251,3306,tcp,db,487,0.804,0,,2025-04-23T17:53:17.585413
10.0.0.9,10.0.0.4,57911,123,udp,ntp,1299,0.833,0,,2025-04-23T18:04:44.977023
10.0.0.16,10.0.0.13,53515,23,tcp,telnet,1300,0.096,1,,2025-04-23T17:37:53.100583
10.0.0.8,10.0.0.11,57165,21,tcp,ftp,662,0.886,0,,2025-04-23T17:57:46.428573
10.0.0.7,10.0.0.14,65072,22,tcp,ssh,796,0.149,0,,2025-04-23T17:45:17.659742
10.0.0.2,10.0.0.18,61205,53,udp,dns,834,0.219,0,,2025-04-23T18:12:26.447706
10.0.0.5,10.0.0.13,53718,1433,tcp,db,694,0.24,0,,2025-04-23T18:01:10.590858
10.0.0.17,10.0.0.9,49632,3389,tcp,rdp,675,0.907,0,,2025-04-23T18:14:38.265403
10.0.0.10,10.0.0.10,63573,23,tcp,telnet,658,0.052,0,,2025-04-23T18:19:58.138394
10.0.0.9,10.0.0.13,56397,22,tcp,ssh,1401,0.72,0,,2025-04-23T17:56:19.215957
10.0.0.11,10.0.0.4,57958,22,tcp,ssh,81,0.344,0,,2025-04-23T17:36:17.655892
10.0.0.12,10.0.0.3,56133,53,udp,dns,791,0.497,0,,2025-04-23T18:27:26.261338
10.0.0.1,10.0.0.16,64334,23,tcp,telnet,1076,0.299,0,,2025-04-23T18:26:00.595232
10.0.0.19,10.0.0.16,53345,21,tcp,ftp,276,0.985,1,,2025-04-23T18:21:08.978942
10.0.0.15,10.0.0.13,49419,8080,tcp,web,154,0.075,0,,2025-04-23T18:01:16.331614
10.0.0.11,10.0.0.20,55134,5432,tcp,db,353,0.995,0,,2025-04-23T17:43:19.249927
10.0.0.3,10.0.0.12,49489,22,tcp,ssh,1002,0.712,0,,2025-04-23T18:24:26.326972
10.0.0.7,10.0.0.5,51013,23,tcp,telnet,1458,0.309,0,,2025-04-23T17:42:05.925383
10.0.0.13,10.0.0.14,63703,21,tcp,ftp,829,0.58,1,,2025-04-23T18:03:40.837373
10.0.0.8,10.0.0.4,58623,995,tcp,pop3,1363,0.119,1,,2025-04-23T17:54:04.830218
10.0.0.16,10.0.0.12,53845,23,tcp,telnet,1387,0.649,0,,2025-04-23T18:27:14.111506
10.0.0.15,10.0.0.17,64692,123,udp,ntp,646,0.739,0,,2025-04-23T18:20:31.173770
10.0.0.15,10.0.0.18,62731,143,tcp,imap,683,0.705,0,,2025-04-23T18:01:35.965845
10.0.0.3,10.0.0.10,57703,3389,tcp,rdp,428,0.871,1,,2025-04-23T17:31:59.348466
10.0.0.5,10.0.0.16,50582,23,tcp,telnet,720,0.781,0,,2025-04-23T18:19:22.772388
10.0.0.8,10.0.0.15,53246,445,tcp,smb,758,0.732,0,,2025-04-23T18:15:50.734904
10.0.0.2,10.0.0.8,52638,995,tcp,pop3,468,0.284,0,,2025-04-23T17:51:51.024724
10.0.0.8,10.0.0.9,54922,143,tcp,imap,448,0.371,0,,2025-04-23T17:46:28.728500
10.0.0.18,10.0.0.5,57100,143,tcp,imap,887,0.881,0,,2025-04-23T18:30:40.644067
10.0.0.6,10.0.0.14,57070,1433,tcp,db,1106,0.242,0,,2025-04-23T17:55:34.071979
10.0.0.10,10.0.0.11,50907,8443,tcp,web,159,0.814,1,,2025-04-23T17:59:36.789673
10.0.0.11,10.0.0.9,60866,22,tcp,ssh,1006,0.641,0,,2025-04-23T18:07:17.786324
10.0.0.17,10.0.0.15,55922,143,tcp,imap,315,0.902,0,,2025-04-23T18:28:03.399035
10.0.0.12,10.0.0.16,51564,993,tcp,imap,590,0.393,0,,2025-04-23T18:10:38.123974
10.0.0.1,10.0.0.9,51534,25,tcp,smtp,1295,0.072,0,,2025-04-23T17:48:10.334305
10.0.0.4,10.0.0.11,60070,22,tcp,ssh,355,0.727,0,,2025-04-23T17:59:43.348010
10.0.0.1,10.0.0.1,63091,993,tcp,imap,1013,0.984,0,,2025-04-23T18:08:48.984657
10.0.0.14,10.0.0.3,58440,123,udp,ntp,98,0.929,0,,2025-04-23T17:46:27.741053
10.0.0.12,10.0.0.20,62714,23,tcp,telnet,1264,0.859,0,,2025-04-23T17:57:40.332131
10.0.0.3,10.0.0.12,52526,110,tcp,pop3,724,0.544,1,,2025-04-23T17:38:38.509346
10.0.0.12,10.0.0.9,51490,123,udp,ntp,401,0.498,0,,2025-04-23T18:26:12.037852
10.0.0.7,10.0.0.5,57696,3306,tcp,db,99,0.911,0,,2025-04-23T18:27:50.311720
10.0.0.3,10.0.0.4,62405,25,tcp,smtp,797,0.342,0,,2025-04-23T17:57:46.380624
10.0.0.11,10.0.0.11,53253,23,tcp,telnet,963,0.371,0,,2025-04-23T18:18:37.433477
10.0.0.3,10.0.0.7,64696,21,tcp,ftp,786,0.056,0,,2025-04-23T17:55:41.981711
10.0.0.14,10.0.0.10,53673,22,tcp,ssh,855,0.582,0,,2025-04-23T17:47:10.808773
10.0.0.2,10.0.0.3,55190,3306,tcp,db,726,0.618,1,,2025-04-23T17:53:17.352594
10.0.0.8,10.0.0.1,56477,80,tcp,web,1237,0.174,0,,2025-04-23T18:16:25.678897
10.0.0.19,10.0.0.17,57121,23,tcp,telnet,422,0.949,0,,2025-04-23T17:43:12.940836
10.0.0.15,10.0.0.7,60397,143,tcp,imap,1097,0.86,0,,2025-04-23T17:48:14.233300
10.0.0.17,10.0.0.8,53056,8443,tcp,web,558,0.054,0,,2025-04-23T18:09:54.445059
10.0.0.11,10.0.0.5,59816,443,tcp,web,797,0.877,0,,2025-04-23T17:48:02.537971
10.0.0.16,10.0.0.17,56421,3389,tcp,rdp,362,0.761,0,,2025-04-23T17:33:50.473757
10.0.0.19,10.0.0.4,54483,3389,tcp,rdp,1417,0.264,0,,2025-04-23T18:19:14.790201
10.0.0.16,10.0.0.16,52572,443,tcp,web,1279,0.784,0,,2025-04-23T18:06:03.465285
10.0.0.2,10.0.0.12,57048,53,udp,dns,1299,0.462,0,,2025-04-23T18:16:57.789503
10.0.0.1,10.0.0.4,64904,3389,tcp,rdp,545,0.84,0,,2025-04-23T18:10:09.313127
10.0.0.5,10.0.0.17,50422,20,tcp,ftp,427,0.143,0,,2025-04-23T17:54:52.411609
10.0.0.6,10.0.0.5,58637,21,tcp,ftp,1474,0.96,0,,2025-04-23T17:54:26.746410
10.0.0.8,10.0.0.4,63802,23,tcp,telnet,309,0.716,0,,2025-04-23T17:45:27.550418
10.0.0.17,10.0.0.10,60461,587,tcp,smtp,620,0.036,0,,2025-04-23T18:24:10.373186
10.0.0.18,10.0.0.6,52066,110,tcp,pop3,1034,0.97,0,,2025-04-23T17:41:19.249357
10.0.0.8,10.0.0.19,60270,445,tcp,smb,444,0.508,1,,2025-04-23T18:21:57.104946
10.0.0.14,10.0.0.1,52258,80,tcp,web,1310,0.253,0,,2025-04-23T18:30:24.451833
10.0.0.11,10.0.0.18,50531,143,tcp,imap,1468,0.889,1,,2025-04-23T17:43:45.972784
10.0.0.10,10.0.0.8,64429,53,udp,dns,227,0.158,1,,2025-04-23T18:16:19.211569
10.0.0.2,10.0.0.10,51899,123,udp,ntp,332,0.014,0,,2025-04-23T18:08:59.696108
10.0.0.2,10.0.0.2,52502,123,udp,ntp,1130,0.982,0,,2025-04-23T18:02:31.008579
10.0.0.19,10.0.0.14,58625,22,tcp,ssh,90,0.127,0,,2025-04-23T18:13:58.867221
10.0.0.10,10.0.0.6,54225,23,tcp,telnet,1442,0.385,0,,2025-04-23T18:02:18.999112
10.0.0.19,10.0.0.11,56082,995,tcp,pop3,485,0.62,0,,2025-04-23T18:04:18.322891
10.0.0.13,10.0.0.11,63941,445,tcp,smb,324,0.775,0,,2025-04-23T17:59:20.331497
10.0.0.13,10.0.0.17,63774,22,tcp,ssh,1265,0.967,0,,2025-04-23T17:31:07.734374
10.0.0.16,10.0.0.10,60124,443,tcp,web,849,0.998,0,,2025-04-23T17:40:26.373857
10.0.0.17,10.0.0.16,58194,995,tcp,pop3,1171,0.618,0,,2025-04-23T17:51:29.772276
10.0.0.11,10.0.0.11,64849,143,tcp,imap,238,0.87,0,,2025-04-23T18:12:57.387878
10.0.0.20,10.0.0.15,58757,3306,tcp,db,875,0.729,0,,2025-04-23T18:11:52.095392
10.0.0.9,10.0.0.14,53511,3389,tcp,rdp,1297,0.063,0,,2025-04-23T18:12:14.656041
10.0.0.8,10.0.0.17,60962,23,tcp,telnet,129,0.384,0,,2025-04-23T18:08:44.935310
10.0.0.19,10.0.0.19,65533,445,tcp,smb,86,0.858,0,,2025-04-23T17:35:42.549876
10.0.0.8,10.0.0.12,55014,21,tcp,ftp,741,0.357,1,,2025-04-23T17:43:49.226535
10.0.0.3,10.0.0.18,51960,445,tcp,smb,1340,0.44,0,,2025-04-23T18:20:14.729009
10.0.0.3,10.0.0.10,51581,587,tcp,smtp,229,0.275,0,,2025-04-23T18:27:50.147757
10.0.0.3,10.0.0.17,53286,23,tcp,telnet,403,0.59,1,,2025-04-23T17:48:41.825597
10.0.0.18,10.0.0.2,51757,21,tcp,ftp,571,0.056,1,,2025-04-23T17:38:39.764585
10.0.0.20,10.0.0.18,59244,20,tcp,ftp,189,0.803,0,,2025-04-23T18:18:52.961671
10.0.0.2,10.0.0.16,57057,3389,tcp,rdp,439,0.316,1,,2025-04-23T17:57:34.212880
10.0.0.14,10.0.0.12,57180,20,tcp,ftp,980,0.648,1,,2025-04-23T17:47:19.890380
10.0.0.9,10.0.0.15,50393,23,tcp,telnet,294,0.989,0,,2025-04-23T18:11:10.746942
10.0.0.18,10.0.0.7,54032,993,tcp,imap,631,0.782,1,,2025-04-23T17:41:44.339966
10.0.0.8,10.0.0.2,57296,587,tcp,smtp,916,0.885,0,,2025-04-23T18:02:35.381185
10.0.0.17,10.0.0.17,60172,995,tcp,pop3,699,0.806,0,,2025-04-23T18:19:07.433892
10.0.0.13,10.0.0.19,52064,5432,tcp,db,1171,0.971,0,,2025-04-23T18:05:37.742512
10.0.0.19,10.0.0.3,49701,5432,tcp,db,1091,0.156,0,,2025-04-23T18:23:27.896425
10.0.0.5,10.0.0.4,60894,993,tcp,imap,1063,0.886,1,,2025-04-23T17:40:11.063766
10.0.0.12,10.0.0.4,51030,53,udp,dns,536,0.196,0,,2025-04-23T18:29:51.498582
10.0.0.16,10.0.0.11,50507,445,tcp,smb,1451,0.441,0,,2025-04-23T17:48:51.048968
10.0.0.13,10.0.0.19,63627,25,tcp,smtp,438,0.765,0,,2025-04-23T18:19:27.947459
10.0.0.12,10.0.0.15,59358,23,tcp,telnet,1269,0.109,0,,2025-04-23T17:53:53.549158
10.0.0.10,10.0.0.3,56373,8080,tcp,web,663,0.772,1,,2025-04-23T17:54:55.599623
10.0.0.11,10.0.0.8,52221,123,udp,ntp,950,0.584,0,,2025-04-23T18:14:53.080196
10.0.0.13,10.0.0.10,63026,20,tcp,ftp,613,0.555,0,,2025-04-23T17:56:39.126270
10.0.0.11,10.0.0.15,65215,23,tcp,telnet,345,0.648,1,,2025-04-23T18:03:51.782683
10.0.0.6,10.0.0.19,62298,123,udp,ntp,1366,0.834,0,,2025-04-23T17:35:35.760327
10.0.0.7,10.0.0.5,54529,3389,tcp,rdp,1431,0.139,0,,2025-04-23T17:33:57.122458
10.0.0.9,10.0.0.19,62150,8080,tcp,web,168,0.282,0,,2025-04-23T18:19:37.026720
10.0.0.2,10.0.0.3,65393,993,tcp,imap,400,0.377,1,,2025-04-23T18:02:20.124529
10.0.0.11,10.0.0.10,53780,587,tcp,smtp,1458,0.697,1,,2025-04-23T18:19:43.318919
10.0.0.5,10.0.0.20,49286,8443,tcp,web,166,0.882,0,,2025-04-23T17:58:36.634677
10.0.0.17,10.0.0.3,58819,80,tcp,web,1352,0.326,0,,2025-04-23T18:21:18.568851
10.0.0.4,10.0.0.3,56053,995,tcp,pop3,112,0.839,0,,2025-04-23T17:55:03.771592
10.0.0.1,10.0.0.6,65487,23,tcp,telnet,1201,0.573,0,,2025-04-23T18:28:53.131063
10.0.0.13,10.0.0.14,50408,143,tcp,imap,601,0.728,1,,2025-04-23T17:56:56.865481
10.0.0.4,10.0.0.2,53546,22,tcp,ssh,469,0.599,0,,2025-04-23T18:15:33.965588
10.0.0.16,10.0.0.13,64021,445,tcp,smb,842,0.744,0,,2025-04-23T17:44:03.769966
10.0.0.15,10.0.0.19,51940,995,tcp,pop3,1284,0.881,1,,2025-04-23T17:35:30.449285
10.0.0.2,10.0.0.13,60537,587,tcp,smtp,1458,0.627,0,,2025-04-23T17:47:53.443316
10.0.0.6,10.0.0.4,57342,80,tcp,web,209,0.773,0,,2025-04-23T18:14:50.025867
10.0.0.7,10.0.0.20,52124,1433,tcp,db,1109,0.679,0,,2025-04-23T17:35:16.518757
10.0.0.20,10.0.0.20,62360,53,udp,dns,542,0.958,0,,2025-04-23T17:32:47.901774
10.0.0.12,10.0.0.3,64549,110,tcp,pop3,1256,0.949,1,,2025-04-23T17:41:11.766884
10.0.0.18,10.0.0.17,49214,3389,tcp,rdp,219,0.787,0,,2025-04-23T17:38:12.434074
10.0.0.20,10.0.0.6,52978,25,tcp,smtp,852,0.155,0,,2025-04-23T18:16:46.208826
10.0.0.10,10.0.0.10,53513,22,tcp,ssh,975,0.469,0,,2025-04-23T18:26:39.964787
10.0.0.5,10.0.0.9,62967,445,tcp,smb,1429,0.649,0,,2025-04-23T17:41:08.151635
10.0.0.12,10.0.0.5,58728,8080,tcp,web,798,0.289,0,,2025-04-23T17:37:09.848297
10.0.0.20,10.0.0.1,64310,23,tcp,telnet,1456,0.766,0,,2025-04-23T18:27:48.883080
10.0.0.3,10.0.0.14,62626,143,tcp,imap,459,0.651,0,,2025-04-23T18:10:50.978338
10.0.0.15,10.0.0.8,52648,23,tcp,telnet,250,0.42,1,,2025-04-23T18:21:50.057445
10.0.0.20,10.0.0.1,59060,445,tcp,smb,371,0.37,0,,2025-04-23T18:23:27.402089
10.0.0.3,10.0.0.14,54364,587,tcp,smtp,1209,0.912,1,,2025-04-23T17:34:53.357503
10.0.0.11,10.0.0.17,56030,25,tcp,smtp,1099,0.693,0,,2025-04-23T18:29:02.875486
10.0.0.1,10.0.0.16,53435,22,tcp,ssh,1108,0.237,0,,2025-04-23T18:26:51.005326
10.0.0.16,10.0.0.10,53713,123,udp,ntp,856,0.29,0,,2025-04-23T18:16:04.086164
10.0.0.3,10.0.0.17,53473,3306,tcp,db,1097,0.504,0,,2025-04-23T17:35:54.875746
10.0.0.17,10.0.0.5,50938,445,tcp,smb,1187,0.503,0,,2025-04-23T18:15:04.248565
10.0.0.4,10.0.0.14,58924,3389,tcp,rdp,891,0.085,1,,2025-04-23T18:00:19.433415
10.0.0.6,10.0.0.12,59601,995,tcp,pop3,1410,0.479,0,,2025-04-23T17:36:14.580291
10.0.0.8,10.0.0.3,61680,445,tcp,smb,690,0.792,0,,2025-04-23T17:39:02.460022
10.0.0.18,10.0.0.12,52187,993,tcp,imap,1393,0.867,0,,2025-04-23T17:53:01.735956
10.0.0.14,10.0.0.20,58861,22,tcp,ssh,939,0.307,0,,2025-04-23T17:36:21.294406
10.0.0.18,10.0.0.18,61970,993,tcp,imap,170,0.517,0,,2025-04-23T18:04:05.069681
10.0.0.3,10.0.0.16,58252,25,tcp,smtp,178,0.514,0,,2025-04-23T18:29:41.374019
10.0.0.1,10.0.0.14,52861,22,tcp,ssh,283,0.525,1,,2025-04-23T18:01:06.721446
10.0.0.20,10.0.0.8,64250,3389,tcp,rdp,881,0.18,0,,2025-04-23T17:48:11.459715
10.0.0.7,10.0.0.11,61628,993,tcp,imap,1099,0.17,0,,2025-04-23T17:41:28.836643
